変更区分,観察名称管理番号（コード）,検索大分類１,検索大分類２,検索大分類３,検索大分類４,検索大分類５,検索大分類６,検索大分類７,検索大分類８,高度専門看護別分類,観察名称,名称ふりがな,焦点,部位,位相,その他,評価基準,結果管理番号,表現タイプ,単位,結果１,結果２,結果３,結果４,結果５,結果６,結果７,結果８,結果９,結果１０,結果１１,結果１２,結果１３,結果１４,結果１５,結果１６,結果１７,結果１８,更新日付,移行先観察名称管理番号,観察名称２,単位コード,観察結果グループコード,採択区分,観察名称交換用コード
0,31000110,0,0,7,0,0,0,0,2,T00,下顎部ドレーン排液色調（左）,かがくぶどれーんはいえきしきちょう（ひだり）,下顎部ドレーン排液色調,,左,,,31000110R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,下顎部ドレーン排液色調（左）,,R7044,,
0,31000111,0,0,7,0,0,0,0,2,T00,下顎部ドレーン排液色調（左）,かがくぶどれーんはいえきしきちょう（ひだり）,下顎部ドレーン排液色調,,左,,,31000111R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000112,0,0,5,0,0,0,0,7,T00,腸骨ドレーン排液量,ちょうこつどれーんはいえきりょう,腸骨ドレーン排液量,,,,,31000112R,数値型,mL,9999,,,,,,,,,,,,,,,,,,20181207,,腸骨ドレーン排液量　ｍＬ,U016,,,
0,31000113,0,0,6,0,0,0,0,7,T00,腸骨ドレーン排液性状,ちょうこつどれーんはいえきせいじょう,腸骨ドレーン排液性状,,,,,31000113R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,腸骨ドレーン排液性状,,R7133,,
0,31000114,0,0,6,0,0,0,0,7,T00,腸骨ドレーン排液性状,ちょうこつどれーんはいえきせいじょう,腸骨ドレーン排液性状,,,,,31000114R,文字型,,コメント,,,,,,,,,,,,,,,,,,20181207,,,,,,
0,31000115,0,0,7,0,0,0,0,7,T00,腸骨ドレーン排液色調,ちょうこつどれーんはいえきしきちょう,腸骨ドレーン排液色調,,,,,31000115R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20181207,,腸骨ドレーン排液色調,,R7044,,
0,31000116,0,0,7,0,0,0,0,7,T00,腸骨ドレーン排液色調,ちょうこつどれーんはいえきしきちょう,腸骨ドレーン排液色調,,,,,31000116R,文字型,,コメント,,,,,,,,,,,,,,,,,,20181207,,,,,,
0,31000117,0,0,5,0,0,0,0,2,T00,顎下部ドレーン排液量（右）,がくかぶどれーんはいえきりょう（みぎ）,顎下部ドレーン排液量,,右,,,31000117R,数値型,mL,999,,,,,,,,,,,,,,,,,,20150320,,顎下部ドレーン排液量（右）ｍＬ,U016,,,
0,31000118,0,0,6,0,0,0,0,2,T00,顎下部ドレーン排液性状（右）,がくかぶどれーんはいえきせいじょう（みぎ）,顎下部ドレーン排液性状,,右,,,31000118R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,顎下部ドレーン排液性状（右）,,R7133,,
0,31000119,0,0,6,0,0,0,0,2,T00,顎下部ドレーン排液性状（右）,がくかぶどれーんはいえきせいじょう（みぎ）,顎下部ドレーン排液性状,,右,,,31000119R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000120,0,0,7,0,0,0,0,2,T00,顎下部ドレーン排液色調（右）,がくかぶどれーんはいえきしきちょう（みぎ）,顎下部ドレーン排液色調,,右,,,31000120R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,顎下部ドレーン排液色調（右）,,R7044,,
0,31000121,0,0,7,0,0,0,0,2,T00,顎下部ドレーン排液色調（右）,がくかぶどれーんはいえきしきちょう（みぎ）,顎下部ドレーン排液色調,,右,,,31000121R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000122,0,0,5,0,0,0,0,2,T00,顎下部ドレーン排液量（左）,がくかぶどれーんはいえきりょう（ひだり）,顎下部ドレーン排液量,,左,,,31000122R,数値型,mL,999,,,,,,,,,,,,,,,,,,20150320,,顎下部ドレーン排液量（左）ｍＬ,U016,,,
0,31000123,0,0,6,0,0,0,0,2,T00,顎下部ドレーン排液性状（左）,がくかぶどれーんはいえきせいじょう（ひだり）,顎下部ドレーン排液性状,,左,,,31000123R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,顎下部ドレーン排液性状（左）,,R7133,,
0,31000124,0,0,6,0,0,0,0,2,T00,顎下部ドレーン排液性状（左）,がくかぶどれーんはいえきせいじょう（ひだり）,顎下部ドレーン排液性状,,左,,,31000124R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000125,0,0,7,0,0,0,0,2,T00,顎下部ドレーン排液色調（左）,がくかぶどれーんはいえきしきちょう（ひだり）,顎下部ドレーン排液色調,,左,,,31000125R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,顎下部ドレーン排液色調（左）,,R7044,,
0,31000126,0,0,7,0,0,0,0,2,T00,顎下部ドレーン排液色調（左）,がくかぶどれーんはいえきしきちょう（ひだり）,顎下部ドレーン排液色調,,左,,,31000126R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000127,0,0,5,0,0,0,0,4,T00,鎖骨下ドレーン排液量（右）,さこつかどれーんはいえきりょう（みぎ）,鎖骨下ドレーン排液量,,右,,,31000127R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,鎖骨下ドレーン排液量（右）ｍＬ,U016,,,
0,31000128,0,0,6,0,0,0,0,4,T00,鎖骨下ドレーン排液性状（右）,さこつかどれーんはいえきせいじょう（みぎ）,鎖骨下ドレーン排液性状,,右,,,31000128R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,鎖骨下ドレーン排液性状（右）,,R7133,,
0,31000129,0,0,6,0,0,0,0,4,T00,鎖骨下ドレーン排液性状（右）,さこつかどれーんはいえきせいじょう（みぎ）,鎖骨下ドレーン排液性状,,右,,,31000129R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000130,0,0,7,0,0,0,0,4,T00,鎖骨下ドレーン排液色調（右）,さこつかどれーんはいえきしきちょう（みぎ）,鎖骨下ドレーン排液色調,,右,,,31000130R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,鎖骨下ドレーン排液色調（右）,,R7044,,
0,31000131,0,0,7,0,0,0,0,4,T00,鎖骨下ドレーン排液色調（右）,さこつかどれーんはいえきしきちょう（みぎ）,鎖骨下ドレーン排液色調,,右,,,31000131R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000132,0,0,5,0,0,0,0,4,T00,鎖骨下ドレーン排液量（左）,さこつかどれーんはいえきりょう（ひだり）,鎖骨下ドレーン排液量,,左,,,31000132R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,鎖骨下ドレーン排液量（左）ｍＬ,U016,,,
0,31000133,0,0,6,0,0,0,0,4,T00,鎖骨下ドレーン排液性状（左）,さこつかどれーんはいえきせいじょう（ひだり）,鎖骨下ドレーン排液性状,,左,,,31000133R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,鎖骨下ドレーン排液性状（左）,,R7133,,
0,31000134,0,0,6,0,0,0,0,4,T00,鎖骨下ドレーン排液性状（左）,さこつかどれーんはいえきせいじょう（ひだり）,鎖骨下ドレーン排液性状,,左,,,31000134R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000135,0,0,7,0,0,0,0,4,T00,鎖骨下ドレーン排液色調（左）,さこつかどれーんはいえきしきちょう（ひだり）,鎖骨下ドレーン排液色調,,左,,,31000135R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,鎖骨下ドレーン排液色調（左）,,R7044,,
0,31000136,0,0,7,0,0,0,0,4,T00,鎖骨下ドレーン排液色調（左）,さこつかどれーんはいえきしきちょう（ひだり）,鎖骨下ドレーン排液色調,,左,,,31000136R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000137,0,0,5,0,0,0,0,2,T00,頚部ドレーン排液量（右）,けいぶどれーんはいえきりょう（みぎ）,頚部ドレーン排液量,,右,,,31000137R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,頚部ドレーン排液量（右）ｍＬ,U016,,,
0,31000138,0,0,6,0,0,0,0,2,T00,頚部ドレーン排液性状（右）,けいぶどれーんはいえきせいじょう（みぎ）,頚部ドレーン排液性状,,右,,,31000138R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,頚部ドレーン排液性状（右）,,R7133,,
0,31000139,0,0,6,0,0,0,0,2,T00,頚部ドレーン排液性状（右）,けいぶどれーんはいえきせいじょう（みぎ）,頚部ドレーン排液性状,,右,,,31000139R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000140,0,0,7,0,0,0,0,2,T00,頚部ドレーン排液色調（右）,けいぶどれーんはいえきしきちょう（みぎ）,頚部ドレーン排液色調,,右,,,31000140R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,頚部ドレーン排液色調（右）,,R7044,,
0,31000141,0,0,7,0,0,0,0,2,T00,頚部ドレーン排液色調（右）,けいぶどれーんはいえきしきちょう（みぎ）,頚部ドレーン排液色調,,右,,,31000141R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000142,0,0,5,0,0,0,0,2,T00,頚部ドレーン排液量（左）,けいぶどれーんはいえきりょう（ひだり）,頚部ドレーン排液量,,左,,,31000142R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,頚部ドレーン排液量（左）ｍＬ,U016,,,
0,31000143,0,0,6,0,0,0,0,2,T00,頚部ドレーン排液性状（左）,けいぶどれーんはいえきせいじょう（ひだり）,頚部ドレーン排液性状,,左,,,31000143R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,頚部ドレーン排液性状（左）,,R7133,,
0,31000144,0,0,6,0,0,0,0,2,T00,頚部ドレーン排液性状（左）,けいぶどれーんはいえきせいじょう（ひだり）,頚部ドレーン排液性状,,左,,,31000144R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000145,0,0,7,0,0,0,0,2,T00,頚部ドレーン排液色調（左）,けいぶどれーんはいえきしきちょう（ひだり）,頚部ドレーン排液色調,,左,,,31000145R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,頚部ドレーン排液色調（左）,,R7044,,
0,31000146,0,0,7,0,0,0,0,2,T00,頚部ドレーン排液色調（左）,けいぶどれーんはいえきしきちょう（ひだり）,頚部ドレーン排液色調,,左,,,31000146R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000147,0,0,5,0,0,0,0,5,T00,肝前区域ドレーン排液量,かんぜんくいきどれーんはいえきりょう,肝前区域ドレーン排液量,,,,,31000147R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,肝前区域ドレーン排液量　ｍＬ,U016,,,
0,31000148,0,0,6,0,0,0,0,5,T00,肝前区域ドレーン排液性状,かんぜんくいきどれーんはいえきせいじょう,肝前区域ドレーン排液性状,,,,,31000148R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,肝前区域ドレーン排液性状,,R7133,,
0,31000149,0,0,6,0,0,0,0,5,T00,肝前区域ドレーン排液性状,かんぜんくいきどれーんはいえきせいじょう,肝前区域ドレーン排液性状,,,,,31000149R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000150,0,0,7,0,0,0,0,5,T00,肝前区域ドレーン排液色調,かんぜんくいきどれーんはいえきしきちょう,肝前区域ドレーン排液色調,,,,,31000150R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,肝前区域ドレーン排液色調,,R7044,,
0,31000151,0,0,7,0,0,0,0,5,T00,肝前区域ドレーン排液色調,かんぜんくいきどれーんはいえきしきちょう,肝前区域ドレーン排液色調,,,,,31000151R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000152,0,0,5,0,0,0,0,5,T00,肝後区域ドレーン排液量,かんごくいきどれーんはいえきりょう,肝後区域ドレーン排液量,,,,,31000152R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,肝後区域ドレーン排液量　ｍＬ,U016,,,
0,31000153,0,0,6,0,0,0,0,5,T00,肝後区域ドレーン排液性状,かんごくいきどれーんはいえきせいじょう,肝後区域ドレーン排液性状,,,,,31000153R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,肝後区域ドレーン排液性状,,R7133,,
0,31000154,0,0,6,0,0,0,0,5,T00,肝後区域ドレーン排液性状,かんごくいきどれーんはいえきせいじょう,肝後区域ドレーン排液性状,,,,,31000154R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000155,0,0,7,0,0,0,0,5,T00,肝後区域ドレーン排液色調,かんごくいきどれーんはいえきしきちょう,肝後区域ドレーン排液色調,,,,,31000155R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,肝後区域ドレーン排液色調,,R7044,,
0,31000156,0,0,7,0,0,0,0,5,T00,肝後区域ドレーン排液色調,かんごくいきどれーんはいえきしきちょう,肝後区域ドレーン排液色調,,,,,31000156R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000157,0,0,5,0,0,0,0,5,T00,肝床部ドレーン排液量,かんしょうぶどれーんはいえきりょう,肝床部ドレーン排液量,,,,,31000157R,数値型,mL,999,,,,,,,,,,,,,,,,,,20150320,,肝床部ドレーン排液量　ｍＬ,U016,,,
0,31000158,0,0,6,0,0,0,0,5,T00,肝床部ドレーン排液性状,かんしょうぶどれーんはいえきせいじょう,肝床部ドレーン排液性状,,,,,31000158R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,肝床部ドレーン排液性状,,R7133,,
0,31000159,0,0,6,0,0,0,0,5,T00,肝床部ドレーン排液性状,かんしょうぶどれーんはいえきせいじょう,肝床部ドレーン排液性状,,,,,31000159R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000160,0,0,7,0,0,0,0,5,T00,肝床部ドレーン排液色調,かんしょうぶどれーんはいえきしきちょう,肝床部ドレーン排液色調,,,,,31000160R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,肝床部ドレーン排液色調,,R7044,,
0,31000161,0,0,7,0,0,0,0,5,T00,肝床部ドレーン排液色調,かんしょうぶどれーんはいえきしきちょう,肝床部ドレーン排液色調,,,,,31000161R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000162,0,0,5,0,0,0,0,5,T00,肝切離面ドレーン排液量,かんせつりめんどれーんはいえきりょう,肝切離面ドレーン排液量,,,,,31000162R,数値型,mL,999,,,,,,,,,,,,,,,,,,20150320,,肝切離面ドレーン排液量　ｍＬ,U016,,,
0,31000163,0,0,6,0,0,0,0,5,T00,肝切離面ドレーン排液性状,かんせつりめんどれーんはいえきせいじょう,肝切離面ドレーン排液性状,,,,,31000163R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,肝切離面ドレーン排液性状,,R7133,,
0,31000164,0,0,6,0,0,0,0,5,T00,肝切離面ドレーン排液性状,かんせつりめんどれーんはいえきせいじょう,肝切離面ドレーン排液性状,,,,,31000164R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000165,0,0,7,0,0,0,0,5,T00,肝切離面ドレーン排液色調,かんせつりめんどれーんはいえきしきちょう,肝切離面ドレーン排液色調,,,,,31000165R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,肝切離面ドレーン排液色調,,R7044,,
0,31000166,0,0,7,0,0,0,0,5,T00,肝切離面ドレーン排液色調,かんせつりめんどれーんはいえきしきちょう,肝切離面ドレーン排液色調,,,,,31000166R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000167,0,0,5,0,0,0,0,5,T00,ウインスロー孔ドレーン排液量,ういんすろーこうどれーんはいえきりょう,ウインスロー孔ドレーン排液量,,,,,31000167R,数値型,mL,9999,,,,,,,,,,,,,,,,,,20150320,,ウインスロー孔ドレーン排液量　ｍＬ,U016,,,
0,31000168,0,0,6,0,0,0,0,5,T00,ウインスロー孔ドレーン排液性状,ういんすろーこうどれーんはいえきせいじょう,ウインスロー孔ドレーン排液性状,,,,,31000168R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,ウインスロー孔ドレーン排液性状,,R7133,,
0,31000169,0,0,6,0,0,0,0,5,T00,ウインスロー孔ドレーン排液性状,ういんすろーこうどれーんはいえきせいじょう,ウインスロー孔ドレーン排液性状,,,,,31000169R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000170,0,0,7,0,0,0,0,5,T00,ウインスロー孔ドレーン排液色調,ういんすろーこうどれーんはいえきしきちょう,ウインスロー孔ドレーン排液色調,,,,,31000170R,列挙型,,透明,白色,乳白色,灰白色,黒色,淡褐色,褐色,茶褐色,茶色,淡黄色,黄色,黄金色,黄茶色,緑黄色,緑茶色,緑色,緑黒色,食物残さ色,20150320,,ウインスロー孔ドレーン排液色調,,R7044,,
0,31000171,0,0,7,0,0,0,0,5,T00,ウインスロー孔ドレーン排液色調,ういんすろーこうどれーんはいえきしきちょう,ウインスロー孔ドレーン排液色調,,,,,31000171R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
0,31000172,0,0,5,0,0,0,0,5,T00,ダグラス窩ドレーン排液量,だぐらすかどれーんはいえきりょう,ダグラス窩ドレーン排液量,,,,,31000172R,数値型,mL,9999.9,,,,,,,,,,,,,,,,,,20150320,,ダグラス窩ドレーン排液量　ｍＬ,U016,,,
0,31000173,0,0,6,0,0,0,0,5,T00,ダグラス窩ドレーン排液性状,だぐらすかどれーんはいえきせいじょう,ダグラス窩ドレーン排液性状,,,,,31000173R,列挙型,,血性,淡血性,淡淡血性,暗血性,漿液性,胆汁様,胃液様,膿性,乳び様,,,,,,,,,,20181207,,ダグラス窩ドレーン排液性状,,R7133,,
0,31000174,0,0,6,0,0,0,0,5,T00,ダグラス窩ドレーン排液性状,だぐらすかどれーんはいえきせいじょう,ダグラス窩ドレーン排液性状,,,,,31000174R,文字型,,コメント,,,,,,,,,,,,,,,,,,20150320,,,,,,
